SellerId,Name,Title,Email,Active,Salaried
29822,James Haugh,Mr.,james8@adventure-works.com,FALSE,TRUE
29964,Anita Lucerne,Ms.,anita0@adventure-works.com,FALSE,TRUE
418,Lee Chapla,Mr.,lee0@adventure-works.com,TRUE,FALSE
644,Gregory Vanderbout,Mr.,gregory1@adventure-works.com,FALSE,TRUE
29622,Henry Campen,Mr.,henry0@adventure-works.com,TRUE,FALSE
29806,Betty Haines,Ms.,betty0@adventure-works.com,FALSE,TRUE
475,John Evans,Mr.,john17@adventure-works.com,FALSE,TRUE
29605,Megan Burke,Ms.,megan0@adventure-works.com,FALSE,FALSE
617,Arlene Huff,Ms.,arlene0@adventure-works.com,TRUE,FALSE
30012,Helen Meyer,Ms.,helen2@adventure-works.com,FALSE,FALSE
643,Denise Maccietto,Ms.,denise1@adventure-works.com,TRUE,TRUE
437,Megan Burke,Ms.,megan0@adventure-works.com,TRUE,FALSE
641,Rose Vandenouer,Ms.,rose1@adventure-works.com,TRUE,TRUE
328,Robert Vessa,Mr.,robert13@adventure-works.com,TRUE,TRUE
30090,Christie Trujillo,Ms.,christie0@adventure-works.com,TRUE,TRUE
29557,Alexander Berger,Mr.,alexander0@adventure-works.com,FALSE,FALSE
454,Gail Erickson,Ms.,gail1@adventure-works.com,FALSE,TRUE
29583,Alan Brewer,Mr.,alan1@adventure-works.com,FALSE,TRUE
457,Mark Erickson,Mr.,mark2@adventure-works.com,FALSE,TRUE
112,Elsie Lewin,Ms.,elsie0@adventure-works.com,FALSE,FALSE
30061,Chad Tedford,Mr.,chad1@adventure-works.com,TRUE,FALSE
29650,Forrest Chandler,Mr.,forrest0@adventure-works.com,FALSE,FALSE
201,Edna Benson,Ms.,edna0@adventure-works.com,TRUE,FALSE
29535,Wayne Banack,Mr.,wayne0@adventure-works.com,TRUE,TRUE
131,Vanessa Tench,Ms.,vanessa0@adventure-works.com,FALSE,FALSE
609,David Hodgson,Mr.,david16@adventure-works.com,FALSE,FALSE
649,Walter Mays,Mr.,walter1@adventure-works.com,FALSE,TRUE
29740,Martha Espinoza,Ms.,martha0@adventure-works.com,TRUE,TRUE
29782,Janet Gilliat,Ms.,janet2@adventure-works.com,TRUE,FALSE
148,Alan Brewer,Mr.,alan1@adventure-works.com,FALSE,FALSE
29732,Carol Elliott,Ms.,carol2@adventure-works.com,TRUE,TRUE
253,Erik Ismert,Mr.,erik0@adventure-works.com,TRUE,FALSE
29766,Bob Gage,Mr.,bob1@adventure-works.com,TRUE,FALSE
29550,Stanley Alan,Mr.,stanley0@adventure-works.com,FALSE,FALSE
30117,Robert Vessa,Mr.,robert13@adventure-works.com,FALSE,TRUE
111,Bob Tinker,Mr.,bob27@outlook.com,TRUE,TRUE
291,Wayne Banack,Mr.,wayne0@adventure-works.com,TRUE,FALSE
29901,John Kelly,Mr.,john22@adventure-works.com,FALSE,TRUE
29770,Kathleen Garza,Ms.,kathleen0@adventure-works.com,FALSE,FALSE
79,Mitch Kennedy,Mr.,mitch0@adventure-works.com,TRUE,FALSE
95,Jane Carmichael,Ms.,jane0@adventure-works.com,FALSE,TRUE
29860,Arlene Huff,Ms.,arlene0@adventure-works.com,FALSE,FALSE
259,Lucio Iallo,Mr.,lucio0@adventure-works.com,FALSE,FALSE
28,Jackie Blackwell,Ms.,jackie0@adventure-works.com,FALSE,TRUE
29859,Joshua Huff,Mr.,joshua0@adventure-works.com,TRUE,FALSE
695,Rob Caron,Mr.,rob2@adventure-works.com,FALSE,TRUE
574,Janice Hows,Ms.,janice1@adventure-works.com,TRUE,TRUE
97,Eugene Kogan,Mr.,eugene2@adventure-works.com,FALSE,TRUE
425,Stephen Jiang,Mr.,stephen3@adventure-works.com,FALSE,TRUE
29562,Steven Brown,Mr.,steven1@adventure-works.com,TRUE,TRUE
30105,Gregory Vanderbout,Mr.,gregory1@adventure-works.com,FALSE,TRUE
596,Kathie Flood,Ms.,kathie1@adventure-works.com,FALSE,TRUE
282,Billy Trent,Mr.,billy0@adventure-works.com,TRUE,FALSE
443,Janaina Barreiro Gambaro Bueno,Sra.,janainabarreirogambaro0@adventure-works.com,FALSE,FALSE
29938,Frank Campbell,Mr.,frank4@adventure-works.com,TRUE,FALSE
30115,Dora Verdad,Ms.,dora0@adventure-works.com,FALSE,FALSE
25,Donald Blanton,Mr.,donald0@adventure-works.com,TRUE,FALSE
244,Bronson Jacobs,Mr.,bronson0@adventure-works.com,FALSE,TRUE
220,Robert Brown,Mr.,robert5@adventure-works.com,FALSE,FALSE
307,Neva Mitchell,Ms.,neva0@adventure-works.com,TRUE,FALSE
29502,Paul Alcorn,Mr.,paul2@adventure-works.com,TRUE,FALSE
29865,Lucio Iallo,Mr.,lucio0@adventure-works.com,TRUE,FALSE
29803,Hattie Haemon,Ms.,hattie0@adventure-works.com,TRUE,TRUE
29944,Bonnie Lepro,Ms.,bonnie2@adventure-works.com,TRUE,FALSE
254,Robert Bernacchi,Mr.,robert4@adventure-works.com,FALSE,FALSE
29962,Sharon Looney,Ms.,sharon2@adventure-works.com,FALSE,FALSE
29663,Alice Clark,Ms.,alice1@adventure-works.com,FALSE,FALSE
30047,Michael Sullivan,Mr.,michael24@adventure-works.com,FALSE,FALSE
679,Brenda Heaney,Ms.,brenda3@adventure-works.com,FALSE,FALSE
288,Robert Barker,Mr.,robert3@adventure-works.com,TRUE,FALSE
29949,George Li,Mr.,george3@adventure-works.com,FALSE,TRUE
29536,Robert Barker,Mr.,robert3@adventure-works.com,TRUE,FALSE
489,Dorothy Fox,Ms.,dorothy1@adventure-works.com,TRUE,FALSE
91,Joy Koski,Ms.,joy0@adventure-works.com,FALSE,FALSE
685,James Haugh,Mr.,james8@adventure-works.com,FALSE,TRUE
29744,John Evans,Mr.,john17@adventure-works.com,TRUE,FALSE
563,Sean Jacobson,Mr.,sean2@adventure-works.com,FALSE,TRUE
115,George Li,Mr.,george3@adventure-works.com,FALSE,FALSE
478,Ruby Sue Styles,Ms.,rubysue0@adventure-works.com,FALSE,FALSE
29908,Joe Kim,Mr.,joe1@adventure-works.com,FALSE,FALSE
470,Delia Toone,Ms.,delia0@adventure-works.com,FALSE,TRUE
29544,Shaun Beasley,Mr.,shaun0@adventure-works.com,TRUE,FALSE
29924,Mitch Kennedy,Mr.,mitch0@adventure-works.com,TRUE,FALSE
29510,Cecil Allison,Mr.,cecil0@adventure-works.com,TRUE,TRUE
30107,Margaret Vanderkamp,Ms.,margaret2@adventure-works.com,FALSE,FALSE
273,Christie Trujillo,Ms.,christie0@adventure-works.com,FALSE,FALSE
436,Barbara Calone,Ms.,barbara2@adventure-works.com,FALSE,TRUE
30037,Jim Stewart,Mr.,jim5@adventure-works.com,TRUE,TRUE
61,Jeffrey Kurtz,Mr.,jeffrey3@adventure-works.com,TRUE,TRUE
290,Scott Culp,Mr.,scott3@adventure-works.com,TRUE,TRUE
29741,Janeth Esteves,Sra.,janeth1@adventure-works.com,TRUE,TRUE
10,Kathleen Garza,Ms.,kathleen0@adventure-works.com,TRUE,TRUE
29884,Brian Johnson,Mr.,brian6@adventure-works.com,TRUE,TRUE
29736,Terry Eminhizer,Mr.,terry1@adventure-works.com,TRUE,TRUE
29753,Kathie Flood,Ms.,kathie1@adventure-works.com,FALSE,TRUE
30080,Delia Toone,Ms.,delia0@adventure-works.com,TRUE,FALSE
29532,James Bailey,Mr.,james3@adventure-works.com,TRUE,TRUE
298,Robert Mitosinka,Mr.,robert10@adventure-works.com,TRUE,FALSE
484,Gary Suess,Mr.,gary5@adventure-works.com,FALSE,FALSE
30028,Laura Steele,Ms.,laura3@adventure-works.com,FALSE,FALSE
448,Terry Eminhizer,Mr.,terry1@adventure-works.com,FALSE,FALSE
29651,Lee Chapla,Mr.,lee0@adventure-works.com,FALSE,FALSE
29868,Denean Ison,Ms.,denean0@adventure-works.com,FALSE,FALSE
362,Sharon Crow,Ms.,sharon1@adventure-works.com,FALSE,FALSE
29646,Stacey Cereghino,Ms.,stacey0@adventure-works.com,TRUE,FALSE
29800,Brian Groth,Mr.,brian5@adventure-works.com,TRUE,FALSE
30110,Gary Vargas,Mr.,gary6@adventure-works.com,TRUE,FALSE
29885,David Johnson,Mr.,david18@adventure-works.com,FALSE,FALSE
29485,Catherine Abel,Ms.,catherine0@adventure-works.com,FALSE,FALSE
257,Matthias Berndt,Mr.,matthias1@adventure-works.com,FALSE,TRUE
147,Alice Clark,Ms.,alice1@adventure-works.com,TRUE,FALSE
466,Janeth Esteves,Sra.,janeth1@adventure-works.com,TRUE,TRUE
29755,Kelly Focht,Ms.,kelly0@adventure-works.com,FALSE,TRUE
608,Steven Brown,Mr.,steven1@adventure-works.com,FALSE,FALSE
461,Glenn Track,Mr.,glenn0@adventure-works.com,TRUE,TRUE
29631,Jane Carmichael,Ms.,jane0@adventure-works.com,TRUE,FALSE
29521,Tom Johnston,Mr.,tom1@adventure-works.com,FALSE,FALSE
583,Laura Steele,Ms.,laura3@adventure-works.com,FALSE,TRUE
30042,Ruby Sue Styles,Ms.,rubysue0@adventure-works.com,TRUE,TRUE
29668,Connie Coffman,Ms.,connie0@adventure-works.com,FALSE,TRUE
430,Gustavo Camargo,Sr.,gustavo1@adventure-works.com,FALSE,TRUE
226,Vance Johns,Ms.,vance0@adventure-works.com,TRUE,FALSE
545,Christian Kleinerman,Mr.,christian1@adventure-works.com,TRUE,FALSE
29778,Leo Giakoumakis,Mr.,leo0@adventure-works.com,FALSE,TRUE
29566,Mae Black,Ms.,mae1@adventure-works.com,TRUE,TRUE
408,Alexander Berger,Mr.,alexander0@adventure-works.com,TRUE,FALSE
650,Margaret Vanderkamp,Ms.,margaret2@adventure-works.com,TRUE,TRUE
580,Joshua Huff,Mr.,joshua0@adventure-works.com,TRUE,TRUE
621,Matthew Hink,Mr.,matthew3@adventure-works.com,TRUE,FALSE
29764,John Ford,Mr.,john19@adventure-works.com,TRUE,FALSE
30044,Gary Suess,Mr.,gary5@adventure-works.com,TRUE,TRUE
29998,Jane McCarty,Ms.,jane3@adventure-works.com,TRUE,FALSE
516,Thomas Michaels,Mr.,thomas2@adventure-works.com,TRUE,TRUE
334,Dora Verdad,Ms.,dora0@adventure-works.com,TRUE,TRUE
701,Linda Ecoffey,Ms.,linda5@adventure-works.com,TRUE,FALSE
29728,Maciej Dusza,Mr.,maciej1@adventure-works.com,FALSE,TRUE
47,Hattie Haemon,Ms.,hattie0@adventure-works.com,TRUE,FALSE
29911,Tim Kim,Mr.,tim0@adventure-works.com,FALSE,TRUE
29527,Robert Avalos,Mr.,robert2@adventure-works.com,TRUE,FALSE
16,Christopher Beck,Mr.,christopher1@adventure-works.com,FALSE,TRUE
165,Randall Boseman,Mr.,randall0@adventure-works.com,FALSE,FALSE
29873,Mary Alexander,Ms.,mary7@adventure-works.com,FALSE,FALSE
29560,Matthias Berndt,Mr.,matthias1@adventure-works.com,TRUE,FALSE
29941,Jolie Lenehan,Ms.,jolie0@adventure-works.com,FALSE,TRUE
434,James Bailey,Mr.,james3@adventure-works.com,TRUE,TRUE
29893,Sandeep Kaliyath,Mr.,sandeep1@adventure-works.com,FALSE,FALSE
56,Brian Groth,Mr.,brian5@adventure-works.com,TRUE,TRUE
258,Sairaj Uddin,Mr.,sairaj1@adventure-works.com,FALSE,TRUE
327,Caroline Vicknair,Ms.,caroline0@adventure-works.com,TRUE,FALSE
674,Melissa Marple,Ms.,melissa0@adventure-works.com,FALSE,FALSE
29524,Chris Ashton,Mr.,chris3@adventure-works.com,TRUE,TRUE
30094,Sairaj Uddin,Mr.,sairaj1@adventure-works.com,FALSE,FALSE
29957,Kevin Liu,Mr.,kevin5@adventure-works.com,FALSE,FALSE
29506,Sean Jacobson,Mr.,sean2@adventure-works.com,FALSE,FALSE
696,Maciej Dusza,Mr.,maciej1@adventure-works.com,TRUE,FALSE
29600,June Brunner,Ms.,june0@adventure-works.com,TRUE,TRUE
219,Brian Johnson,Mr.,brian6@adventure-works.com,TRUE,TRUE
29653,Pei Chow,Mr.,pei0@adventure-works.com,FALSE,FALSE
29758,Dorothy Fox,Ms.,dorothy1@adventure-works.com,TRUE,FALSE
460,Martha Espinoza,Ms.,martha0@adventure-works.com,FALSE,FALSE
39,Sharon Looney,Ms.,sharon2@adventure-works.com,TRUE,FALSE
48,Anita Lucerne,Ms.,anita0@adventure-works.com,TRUE,TRUE
29988,Steve Masters,Mr.,steve2@adventure-works.com,FALSE,FALSE
29975,Walter Mays,Mr.,walter1@adventure-works.com,FALSE,TRUE
29824,Brenda Heaney,Ms.,brenda3@adventure-works.com,TRUE,TRUE
394,Bonnie Kearney,Ms.,bonnie1@adventure-works.com,FALSE,FALSE
689,Sandra Martinez,Ms.,sandra3@adventure-works.com,TRUE,FALSE
29553,Edna Benson,Ms.,edna0@adventure-works.com,FALSE,TRUE
235,Mary Alexander,Ms.,mary7@adventure-works.com,TRUE,FALSE
196,Jolie Lenehan,Ms.,jolie0@adventure-works.com,TRUE,FALSE
569,Cecil Allison,Mr.,cecil0@adventure-works.com,TRUE,FALSE
29872,Jodan Jacobson,Ms.,jodan0@adventure-works.com,TRUE,TRUE
29683,Eva Corets,Ms.,eva0@adventure-works.com,FALSE,TRUE
57,Judy Lundahl,Ms.,judy1@adventure-works.com,FALSE,TRUE
187,Frank Campbell,Mr.,frank4@adventure-works.com,TRUE,FALSE
29921,Joy Koski,Ms.,joy0@adventure-works.com,TRUE,TRUE
336,Brian Goldstein,Mr.,brian4@adventure-works.com,TRUE,FALSE
186,Pei Chow,Mr.,pei0@adventure-works.com,FALSE,TRUE
343,Patricia Vasquez,Ms.,patricia2@adventure-works.com,TRUE,TRUE
363,Chris Ashton,Mr.,chris3@adventure-works.com,FALSE,TRUE
29857,Janice Hows,Ms.,janice1@adventure-works.com,FALSE,TRUE
29879,Stephen Jiang,Mr.,stephen3@adventure-works.com,TRUE,TRUE
150,Jill Christie,Ms.,jill1@adventure-works.com,TRUE,TRUE
29919,Eugene Kogan,Mr.,eugene2@adventure-works.com,FALSE,FALSE
29655,Nicky Chesnut,Ms.,nicky0@adventure-works.com,FALSE,TRUE
29867,Erik Ismert,Mr.,erik0@adventure-works.com,FALSE,FALSE
352,Shane Kim,Mr.,shane2@adventure-works.com,FALSE,FALSE
29601,Dirk Bruno,Mr.,dirk0@adventure-works.com,FALSE,TRUE
444,Shaun Beasley,Mr.,shaun0@adventure-works.com,FALSE,TRUE
29929,Jeffrey Kurtz,Mr.,jeffrey3@adventure-works.com,TRUE,FALSE
498,Kelly Focht,Ms.,kelly0@adventure-works.com,TRUE,TRUE
286,Leo Giakoumakis,Mr.,leo0@adventure-works.com,FALSE,FALSE
29768,Michael Galos,Mr.,michael15@adventure-works.com,TRUE,TRUE
29771,Dominic Gash,Mr.,dominic0@adventure-works.com,FALSE,TRUE
456,Michael Galos,Mr.,michael15@adventure-works.com,FALSE,TRUE
29689,Scott Culp,Mr.,scott3@adventure-works.com,FALSE,FALSE
462,Bob Gage,Mr.,bob1@adventure-works.com,TRUE,FALSE
30016,Thomas Michaels,Mr.,thomas2@adventure-works.com,FALSE,FALSE
29937,Marjorie Lee,Ms.,marjorie0@adventure-works.com,FALSE,TRUE
29591,Robert Brown,Mr.,robert5@adventure-works.com,TRUE,FALSE
502,Krishna Sunkammurali,Mr.,krishna1@adventure-works.com,TRUE,TRUE
29503,Gregory Alderson,Mr.,gregory0@adventure-works.com,FALSE,TRUE
29546,Christopher Beck,Mr.,christopher1@adventure-works.com,TRUE,FALSE
280,Frances Giglio,Mr.,frances1@adventure-works.com,TRUE,TRUE
180,Nicky Chesnut,Ms.,nicky0@adventure-works.com,TRUE,TRUE
604,Wathalee Steuber,Ms.,wathalee0@adventure-works.com,TRUE,FALSE
30104,Rose Vandenouer,Ms.,rose1@adventure-works.com,TRUE,TRUE
30050,Krishna Sunkammurali,Mr.,krishna1@adventure-works.com,TRUE,FALSE
610,Liza Marie Stevens,Ms.,lizamarie0@adventure-works.com,TRUE,TRUE
2,Keith Harris,Mr.,keith0@adventure-works.com,FALSE,FALSE
346,Ranjit Varkey Chudukatil,Mr.,ranjit1@adventure-works.com,TRUE,TRUE
30087,Billy Trent,Mr.,billy0@adventure-works.com,FALSE,FALSE
504,Mae Black,Ms.,mae1@adventure-works.com,TRUE,TRUE
29525,Teresa Atkinson,Ms.,teresa0@adventure-works.com,TRUE,TRUE
218,David Johnson,Mr.,david18@adventure-works.com,FALSE,FALSE
366,Teresa Atkinson,Ms.,teresa0@adventure-works.com,TRUE,FALSE
30036,Liza Marie Stevens,Ms.,lizamarie0@adventure-works.com,FALSE,FALSE
29834,Cheryl Herring,Ms.,cheryl0@adventure-works.com,TRUE,FALSE
543,R. Morgan Mendoza,Mr.,rmorgan0@adventure-works.com,TRUE,FALSE
29781,Guy Gilbert,Mr.,guy0@adventure-works.com,TRUE,FALSE
452,Olga Trau,Ms.,olga0@adventure-works.com,FALSE,TRUE
29738,Gail Erickson,Ms.,gail1@adventure-works.com,FALSE,TRUE
277,Guy Gilbert,Mr.,guy0@adventure-works.com,TRUE,FALSE
29967,Judy Lundahl,Ms.,judy1@adventure-works.com,FALSE,TRUE
358,Joe Kim,Mr.,joe1@adventure-works.com,TRUE,TRUE
166,Stacey Cereghino,Ms.,stacey0@adventure-works.com,TRUE,FALSE
417,Ruth Choin,Ms.,ruth1@adventure-works.com,FALSE,FALSE
275,Chris Cannon,Mr.,chris5@adventure-works.com,TRUE,FALSE
29952,Yuhong Li,Ms.,yuhong1@adventure-works.com,FALSE,FALSE
184,Marjorie Lee,Ms.,marjorie0@adventure-works.com,FALSE,TRUE
29870,Bronson Jacobs,Mr.,bronson0@adventure-works.com,TRUE,FALSE
30034,Wathalee Steuber,Ms.,wathalee0@adventure-works.com,FALSE,FALSE
29843,Matthew Hink,Mr.,matthew3@adventure-works.com,FALSE,FALSE
349,Gary Vargas,Mr.,gary6@adventure-works.com,FALSE,FALSE
238,Jodan Jacobson,Ms.,jodan0@adventure-works.com,FALSE,FALSE
66,Alexander Deborde,Mr.,alexander1@adventure-works.com,FALSE,TRUE
552,Tim Kim,Mr.,tim0@adventure-works.com,TRUE,TRUE
29910,Shane Kim,Mr.,shane2@adventure-works.com,FALSE,TRUE
29818,Roger Harui,Mr.,roger0@adventure-works.com,FALSE,FALSE
30083,Glenn Track,Mr.,glenn0@adventure-works.com,FALSE,TRUE
493,Michael Sullivan,Mr.,michael24@adventure-works.com,TRUE,TRUE
30118,Caroline Vicknair,Ms.,caroline0@adventure-works.com,FALSE,TRUE
250,Denean Ison,Ms.,denean0@adventure-works.com,TRUE,FALSE
29816,Keith Harris,Mr.,keith0@adventure-works.com,TRUE,FALSE
29659,Ruth Choin,Ms.,ruth1@adventure-works.com,FALSE,FALSE
30111,Ranjit Varkey Chudukatil,Mr.,ranjit1@adventure-works.com,FALSE,FALSE
29748,Geri Farrell,Ms.,geri0@adventure-works.com,TRUE,TRUE
29730,Linda Ecoffey,Ms.,linda5@adventure-works.com,FALSE,TRUE
528,Helen Meyer,Ms.,helen2@adventure-works.com,TRUE,FALSE
507,Mary Bishop,Mr.,mary4@adventure-works.com,TRUE,TRUE
11,Katherine Harding,Ms.,katherine0@adventure-works.com,FALSE,TRUE
421,Forrest Chandler,Mr.,forrest0@adventure-works.com,TRUE,TRUE
29616,Barbara Calone,Ms.,barbara2@adventure-works.com,TRUE,FALSE
38,Betty Haines,Ms.,betty0@adventure-works.com,FALSE,TRUE
29876,Vance Johns,Ms.,vance0@adventure-works.com,TRUE,TRUE
29699,Alexander Deborde,Mr.,alexander1@adventure-works.com,TRUE,TRUE
29914,Christian Kleinerman,Mr.,christian1@adventure-works.com,FALSE,TRUE
29623,Chris Cannon,Mr.,chris5@adventure-works.com,FALSE,FALSE
385,John Kelly,Mr.,john22@adventure-works.com,FALSE,FALSE
581,Geri Farrell,Ms.,geri0@adventure-works.com,FALSE,FALSE
582,Catherine Abel,Ms.,catherine0@adventure-works.com,TRUE,TRUE
272,Henry Campen,Mr.,henry0@adventure-works.com,FALSE,TRUE
29635,Rob Caron,Mr.,rob2@adventure-works.com,TRUE,FALSE
697,Roger Harui,Mr.,roger0@adventure-works.com,TRUE,TRUE
29982,Melissa Marple,Ms.,melissa0@adventure-works.com,TRUE,FALSE
402,Marian Berch,Ms.,marian0@adventure-works.com,TRUE,FALSE
407,Robert Avalos,Mr.,robert2@adventure-works.com,TRUE,TRUE
29973,Denise Maccietto,Ms.,denise1@adventure-works.com,TRUE,FALSE
24,Kevin Liu,Mr.,kevin5@adventure-works.com,FALSE,TRUE
426,Dirk Bruno,Mr.,dirk0@adventure-works.com,TRUE,FALSE
29618,Gustavo Camargo,Sr.,gustavo1@adventure-works.com,FALSE,FALSE
30008,R. Morgan Mendoza,Mr.,rmorgan0@adventure-works.com,FALSE,FALSE
29750,Rhoda Finley,Ms.,rhoda0@adventure-works.com,TRUE,FALSE
29577,Lester Bowman,Mr.,lester0@adventure-works.com,TRUE,FALSE
208,Steve Masters,Mr.,steve2@adventure-works.com,TRUE,FALSE
570,Gregory Alderson,Mr.,gregory0@adventure-works.com,FALSE,TRUE
129,Connie Coffman,Ms.,connie0@adventure-works.com,TRUE,FALSE
29847,David Hodgson,Mr.,david16@adventure-works.com,TRUE,TRUE
156,Lester Bowman,Mr.,lester0@adventure-works.com,FALSE,TRUE
399,Chad Tedford,Mr.,chad1@adventure-works.com,TRUE,FALSE
7,Dominic Gash,Mr.,dominic0@adventure-works.com,FALSE,TRUE
29789,Brian Goldstein,Mr.,brian4@adventure-works.com,FALSE,FALSE
185,Sandeep Kaliyath,Mr.,sandeep1@adventure-works.com,TRUE,FALSE
435,Carol Elliott,Ms.,carol2@adventure-works.com,FALSE,TRUE
